,age,note_rate,wam,coupon,agency,curr_bal,maturity_date,term
3140HAW71,38.0,3.958,314.0,3.0,UMBS,91811094.18,2049-08-01,352.0
3140GYJX8,57.0,3.94,292.0,3.5,UMBS,137476394.5,2048-02-01,349.0
3140GSPG1,62.0,4.0,289.0,3.5,UMBS,289362511.3,2047-09-01,351.0
3140FPFQ7,64.0,4.356,287.0,4.0,UMBS,84573128.29,2047-07-01,351.0
3138WHVL3,74.0,2.904,99.0,2.5,UMBS,67846379.51,2031-08-01,173.0
3138ETZP4,111.0,2.577,64.0,2.0,UMBS,222699526.0,2028-09-01,175.0
3138ETVU7,92.0,3.051,81.0,2.5,UMBS,552013115.0,2030-09-01,173.0
3138ETVT0,98.0,3.155,76.0,2.5,UMBS,150184255.0,2029-11-01,174.0
3138ETVS2,95.0,3.163,78.0,2.5,UMBS,191087013.5,2030-03-01,173.0
3138ETVR4,95.0,3.548,78.0,3.0,UMBS,427829344.7,2030-05-01,173.0
3138ETVQ6,116.0,2.598,60.0,2.0,UMBS,508407965.9,2028-05-01,176.0
3138ETVP8,98.0,3.502,76.0,3.0,UMBS,478789390.3,2030-03-01,174.0
3138ETVN3,113.0,2.653,62.0,2.0,UMBS,739077415.2,2028-07-01,175.0
3138ETUZ7,110.0,3.475,64.0,3.0,UMBS,721622218.7,2028-12-01,174.0
3138ETUY0,125.0,3.707,217.0,3.0,UMBS,872731643.7,2043-01-01,342.0
3138ETUX2,105.0,4.235,240.0,3.5,UMBS,576764258.0,2045-01-01,345.0
3138ETUW4,119.0,2.66,57.0,2.0,UMBS,145371170.7,2028-02-01,176.0
3138ETUV6,94.0,3.876,250.0,3.0,UMBS,230353610.0,2045-02-01,344.0
3138ETUU8,112.0,4.444,236.0,4.0,UMBS,156207353.9,2044-01-01,348.0
3138ETU46,104.0,3.535,70.0,3.0,UMBS,567922792.4,2030-05-01,174.0
3138ETU38,101.0,3.546,72.0,3.0,UMBS,806372555.6,2029-10-01,173.0
3138ETU20,125.0,3.45,50.0,3.0,UMBS,465683611.2,2028-02-01,175.0
3138ETRM0,89.0,3.039,84.0,2.5,UMBS,847003346.7,2030-09-01,173.0
3138ETRL2,107.0,3.547,67.0,3.0,UMBS,979907475.1,2029-07-01,174.0
3138ETRK4,125.0,3.106,50.0,2.5,UMBS,771424736.6,2027-09-01,175.0
3138ETRJ7,111.0,2.94,64.0,2.5,UMBS,1177984944.0,2029-03-01,175.0
3138ETRH1,113.0,2.962,61.0,2.5,UMBS,1553010717.0,2028-10-01,174.0
3138ETRG3,101.0,4.311,243.0,3.5,UMBS,643657058.2,2044-09-01,344.0
3138ETRF5,107.0,4.215,238.0,3.5,UMBS,1022077684.0,2045-10-01,345.0
3138ETRE8,116.0,4.075,231.0,3.5,UMBS,885034008.7,2043-10-01,347.0
3138ETRD0,111.0,3.57,234.0,3.0,UMBS,1663998930.0,2044-10-01,345.0
3138ETQA7,92.0,3.817,255.0,3.0,UMBS,2247510164.0,2045-05-01,347.0
3138ETP91,122.0,4.532,225.0,4.0,UMBS,163164810.8,2043-07-01,347.0
3138ETP83,89.0,3.757,257.0,3.0,UMBS,2487684174.0,2046-01-01,346.0
3138ETP75,86.0,4.145,262.0,3.5,UMBS,3828487726.0,2045-12-01,348.0
3138ETP59,95.0,4.624,255.0,4.0,UMBS,1120831240.0,2045-03-01,350.0
3138ETP42,113.0,4.007,235.0,3.5,UMBS,1826118878.0,2043-09-01,348.0
3138ETP34,92.0,4.183,257.0,3.5,UMBS,2464345264.0,2045-07-01,349.0
3138ETP26,89.0,4.059,260.0,3.5,UMBS,3143091744.0,2045-09-01,349.0
3138ETKZ8,119.0,2.947,56.0,2.5,UMBS,1850866665.0,2028-02-01,175.0
3138ETKM7,101.0,4.614,247.0,4.0,UMBS,2321385697.0,2044-09-01,348.0
3138ETKL9,107.0,4.638,240.0,4.0,UMBS,3053311326.0,2044-03-01,347.0
3138ETKK1,110.0,3.995,236.0,3.5,UMBS,5143353934.0,2044-01-01,346.0
3138ETKJ4,98.0,4.251,248.0,3.5,UMBS,1908435505.0,2045-04-01,346.0
3138ETKH8,122.0,3.987,223.0,3.5,UMBS,3082089336.0,2043-01-01,345.0
3138ETKG0,121.0,3.615,222.0,3.0,UMBS,5766001454.0,2043-01-01,343.0
3138ETKF2,113.0,3.63,232.0,3.0,UMBS,11364796466.0,2044-02-01,345.0
3138ETK88,109.0,4.564,238.0,4.0,UMBS,2375294409.0,2044-04-01,347.0
3138ETK70,119.0,4.054,227.0,3.5,UMBS,1087204242.0,2044-08-01,346.0
3138ETK62,122.0,2.997,53.0,2.5,UMBS,1552611637.0,2028-01-01,175.0
3138ETK54,104.0,4.628,243.0,4.0,UMBS,2464525724.0,2044-06-01,347.0
3138ETK47,116.0,2.893,58.0,2.5,UMBS,1925404764.0,2029-03-01,174.0
3138ETK39,95.0,4.236,252.0,3.5,UMBS,2331027457.0,2045-05-01,347.0
3138ETK21,98.0,4.581,251.0,4.0,UMBS,1839500789.0,2045-02-01,349.0
3138ETE51,128.0,3.991,216.0,3.5,UMBS,3140993716.0,2043-06-01,344.0
3138ETE44,125.0,4.024,220.0,3.5,UMBS,4649399911.0,2043-05-01,345.0
3138ETE36,128.0,4.438,217.0,4.0,UMBS,769150939.9,2042-12-01,345.0
3138ETE28,125.0,4.502,222.0,4.0,UMBS,688159381.3,2043-04-01,347.0
3138ETAE6,128.0,3.421,47.0,3.0,UMBS,457461004.8,2028-08-01,175.0
3138ETAD8,131.0,4.425,214.0,4.0,UMBS,1407875218.0,2043-02-01,345.0
3138ESAH1,92.0,3.027,26.0,2.5,UMBS,72101396.67,2026-12-01,118.0
3138ERVJ6,112.0,4.603,236.0,4.0,UMBS,142185949.1,2045-09-01,348.0
3138ERVH0,113.0,3.716,233.0,3.0,UMBS,133203067.8,2045-02-01,346.0
3138ERVG2,113.0,3.169,229.0,2.5,UMBS,103318466.4,2043-08-01,342.0
3138ERVF4,126.0,4.455,221.0,4.0,UMBS,156528778.1,2043-02-01,347.0
3138ERQH6,130.0,3.961,101.0,3.5,UMBS,486665657.1,2036-03-01,231.0
3138ERQC7,145.0,4.517,200.0,4.0,UMBS,78052703.6,2041-02-01,345.0
3138ERKV1,113.0,4.089,234.0,3.5,UMBS,117651987.7,2043-07-01,347.0
3138ERKU3,113.0,3.514,62.0,3.0,UMBS,85675642.81,2029-09-01,175.0
3138ERKR0,119.0,4.026,225.0,3.5,UMBS,191999538.3,2043-03-01,344.0
3138ERDZ0,122.0,4.036,221.0,3.5,UMBS,136431386.9,2042-11-01,343.0
3138ERDY3,116.0,3.622,228.0,3.0,UMBS,190423909.1,2044-01-01,344.0
3138ERDX5,119.0,4.536,227.0,4.0,UMBS,138482722.4,2043-06-01,346.0
3138ERDW7,125.0,4.055,220.0,3.5,UMBS,114411890.2,2042-10-01,345.0
3138ERDV9,118.0,3.618,228.0,3.0,UMBS,123740107.3,2043-01-01,346.0
3138ERDT4,119.0,3.546,55.0,3.0,UMBS,88729986.09,2028-06-01,174.0
3138ERDS6,125.0,4.434,220.0,4.0,UMBS,104276081.2,2042-09-01,345.0
3138EQZZ8,107.0,4.07,67.0,3.5,UMBS,203814043.7,2029-05-01,174.0
3138EQZY1,109.0,3.946,65.0,3.5,UMBS,169375426.9,2029-01-01,174.0
3138EQZ39,102.0,4.072,72.0,3.5,UMBS,68737274.33,2029-09-01,174.0
3138EQZ21,104.0,4.08,70.0,3.5,UMBS,121431254.8,2029-07-01,174.0
3138EQWC2,137.0,4.542,207.0,4.0,UMBS,235501280.4,2043-06-01,344.0
3138EQWB4,143.0,4.449,201.0,4.0,UMBS,2450233019.0,2042-06-01,344.0
3138EQWA6,143.0,4.068,199.0,3.5,UMBS,881443955.5,2041-10-01,342.0
3138EQV90,145.0,4.583,198.0,4.0,UMBS,1027821790.0,2042-09-01,343.0
3138EQRR5,137.0,4.946,208.0,4.5,UMBS,173132011.8,2043-01-01,345.0
3138EQRP9,140.0,4.443,204.0,4.0,UMBS,1352003969.0,2043-06-01,344.0
3138EQRN4,140.0,4.057,203.0,3.5,UMBS,359711337.1,2043-01-01,343.0
3138EQRM6,140.0,4.865,205.0,4.5,UMBS,135316242.7,2042-08-01,345.0
3138EQRD6,131.0,3.439,45.0,3.0,UMBS,287060645.7,2028-05-01,176.0
3138EQRB0,134.0,4.928,211.0,4.5,UMBS,113395840.2,2042-06-01,345.0
3138EQQ96,140.0,3.88,36.0,3.5,UMBS,91460872.51,2028-09-01,176.0
3138EQQ88,146.0,4.944,199.0,4.5,UMBS,172516821.2,2043-09-01,345.0
3138EQQ70,149.0,4.941,195.0,4.5,UMBS,710015163.9,2041-09-01,344.0
3138EQQ62,152.0,4.936,193.0,4.5,UMBS,1008970696.0,2042-01-01,345.0
3138EQQ54,132.0,4.459,213.0,4.0,UMBS,157000810.9,2043-06-01,345.0
3138EQLW0,122.0,3.463,53.0,3.0,UMBS,269074774.1,2028-10-01,175.0
3138EQLU4,127.0,3.677,215.0,3.0,UMBS,318108545.1,2042-04-01,342.0
3138EQLT7,127.0,3.13,48.0,2.5,UMBS,141466972.1,2027-08-01,175.0
3138EQKR2,119.0,3.544,226.0,3.0,UMBS,12718524304.0,2043-07-01,345.0
3138EQKF8,143.0,3.882,34.0,3.5,UMBS,83388682.98,2028-09-01,177.0
3138EQKC5,152.0,4.546,191.0,4.0,UMBS,166991897.8,2041-09-01,343.0
3138EQK68,134.0,3.927,42.0,3.5,UMBS,85312278.94,2028-01-01,176.0
3138EQK35,116.0,3.524,229.0,3.0,UMBS,13325485506.0,2043-08-01,345.0
3138EQGC0,155.0,4.944,190.0,4.5,UMBS,1111239147.0,2041-01-01,345.0
3138EQGB2,155.0,4.546,189.0,4.0,UMBS,172183701.4,2041-09-01,344.0
3138EQGA4,158.0,4.919,187.0,4.5,UMBS,2106792027.0,2042-09-01,345.0
3138EQF98,158.0,4.528,185.0,4.0,UMBS,1140248384.0,2041-01-01,343.0
3138EQE65,161.0,4.907,185.0,4.5,UMBS,2265313208.0,2040-08-01,346.0
3138EQE57,161.0,4.525,183.0,4.0,UMBS,1990818833.0,2042-06-01,344.0
3138EQE40,164.0,4.974,182.0,4.5,UMBS,989200482.4,2042-11-01,346.0
3138EQE32,164.0,4.601,180.0,4.0,UMBS,773910012.4,2040-06-01,344.0
3138EQBZ4,182.0,5.184,166.0,4.5,UMBS,124090010.2,2041-05-01,348.0
3138EQBY7,178.0,6.567,171.0,6.0,UMBS,247669619.6,2039-10-01,349.0
3138EQ7C0,131.0,4.01,212.0,3.5,UMBS,2097697685.0,2043-05-01,343.0
3138EQ7B2,134.0,4.562,211.0,4.0,UMBS,925256560.8,2043-04-01,345.0
3138EQ2P6,116.0,3.142,228.0,2.5,UMBS,781894812.8,2043-05-01,344.0
3138EQ2N1,118.0,3.196,226.0,2.5,UMBS,1290502208.0,2043-03-01,344.0
3138EHFK3,206.0,5.647,143.0,5.0,UMBS,125099869.5,2039-03-01,349.0
3138EHC26,188.0,5.721,161.0,5.0,UMBS,73480659.21,2040-02-01,349.0
3138EHBV3,176.0,5.653,172.0,5.0,UMBS,214749749.7,2039-07-01,348.0
3138EHBU5,161.0,4.904,180.0,4.5,UMBS,127700319.2,2039-07-01,341.0
3138EHBT8,194.0,6.158,156.0,5.5,UMBS,165740594.6,2040-01-01,350.0
3138EHBS0,173.0,5.621,175.0,5.0,UMBS,198048491.6,2039-08-01,348.0
3138EHBK7,188.0,6.143,162.0,5.5,UMBS,126178498.8,2040-04-01,350.0
3138EHA77,185.0,6.103,164.0,5.5,UMBS,165159850.6,2040-01-01,349.0
3138EHA36,183.0,6.134,165.0,5.5,UMBS,69777949.24,2039-08-01,348.0
3138EHA28,164.0,5.585,182.0,5.0,UMBS,86752172.38,2040-05-01,346.0
3138EGXR0,179.0,6.166,170.0,5.5,UMBS,189313062.2,2039-07-01,349.0
3138EGWQ3,161.0,4.536,181.0,4.0,UMBS,134966970.8,2039-07-01,342.0
3138EGWH3,173.0,5.992,175.0,5.5,UMBS,199102637.4,2039-09-01,348.0
3138EGWB6,158.0,5.435,190.0,5.0,UMBS,544972778.0,2040-07-01,348.0
3138EGW59,176.0,6.082,173.0,5.5,UMBS,253154260.2,2039-06-01,349.0
3138EGW42,161.0,5.432,187.0,5.0,UMBS,85153487.8,2040-03-01,348.0
3138EGQL1,170.0,6.017,177.0,5.5,UMBS,92627861.68,2040-01-01,347.0
3138EGQC1,167.0,6.073,179.0,5.5,UMBS,113695398.0,2039-10-01,346.0
3138EGPC2,155.0,5.388,192.0,5.0,UMBS,676008012.4,2040-04-01,347.0
3138EGFQ2,150.0,5.355,196.0,5.0,UMBS,273544599.6,2040-07-01,346.0
3138EGF33,152.0,5.36,195.0,5.0,UMBS,625063926.6,2040-06-01,347.0
31418EKT6,0.0,5.23,360.0,4.5,UMBS,100149280.0,2052-11-01,360.0
31418EJW1,1.0,4.555,178.0,4.0,UMBS,73803371.0,2037-10-01,179.0
31418EJ76,1.0,5.872,358.0,5.0,UMBS,177602152.3,2052-10-01,359.0
31418EJ68,1.0,5.389,358.0,4.5,UMBS,653528081.1,2052-10-01,359.0
31418EJ50,1.0,4.888,358.0,4.0,UMBS,335846784.7,2052-10-01,359.0
3140N16T5,0.0,5.486,360.0,4.5,UMBS,98990100.0,2052-10-01,360.0
3140MSHM0,1.0,4.948,357.0,4.0,UMBS,119231901.7,2052-09-01,358.0
31346YXJ7,36.0,3.91,321.0,3.0,UMBS,84398410.17,2049-12-01,357.0
31346YXE8,36.0,3.918,321.0,3.0,UMBS,84806770.37,2049-12-01,357.0
31346YFY4,36.0,3.835,321.0,3.0,UMBS,112572815.5,2049-11-01,357.0
3133WJS91,4.0,4.313,173.0,3.5,UMBS,68189748.02,2037-07-01,177.0
3133WJS42,4.0,3.766,173.0,3.0,UMBS,110388778.6,2037-07-01,177.0
3133WJHU6,5.0,3.439,173.0,3.0,UMBS,90449551.52,2037-05-01,178.0
3133WJBH1,6.0,2.673,172.0,2.0,UMBS,124061475.2,2037-05-01,178.0
3133USGZ8,20.0,2.861,336.0,2.0,UMBS,148486743.9,2051-03-01,356.0
3133USGT2,20.0,2.832,336.0,2.0,UMBS,114738476.6,2051-03-01,356.0
3133L8BX2,20.0,2.334,158.0,1.5,UMBS,116446982.3,2036-02-01,178.0
3133L8A39,22.0,2.755,155.0,2.0,UMBS,69969555.05,2036-02-01,177.0
3133L73E5,22.0,2.356,153.0,1.5,UMBS,91319085.2,2036-01-01,175.0
3133L72K2,24.0,2.714,151.0,2.0,UMBS,174714366.4,2035-12-01,175.0
3133KYUB3,26.0,3.244,212.0,2.5,UMBS,272117974.9,2040-10-01,238.0
3133KYTX7,27.0,3.341,210.0,2.5,UMBS,314225086.3,2040-08-01,237.0
3133KYTQ2,28.0,3.342,208.0,2.5,UMBS,452350622.8,2040-07-01,236.0
3133KYTK5,29.0,3.304,207.0,2.5,UMBS,221978110.0,2040-06-01,236.0
3133KYTD1,30.0,3.342,205.0,2.5,UMBS,517940485.4,2040-05-01,235.0
3133KYSV2,34.0,3.492,202.0,2.5,UMBS,105127970.2,2040-02-01,236.0
3133KYS83,31.0,3.438,204.0,2.5,UMBS,152396671.7,2040-04-01,235.0
3133KYS34,33.0,3.814,203.0,3.0,UMBS,72857825.25,2040-03-01,236.0
3133KYS26,33.0,3.491,203.0,2.5,UMBS,117644650.1,2040-03-01,236.0
3133KPQQ4,4.0,4.964,356.0,4.0,UMBS,199412919.5,2052-07-01,360.0
3133KPL63,4.0,4.919,354.0,4.0,UMBS,189946731.9,2052-06-01,358.0
3133KPJQ2,5.0,4.454,354.0,3.5,UMBS,97737640.31,2052-06-01,359.0
3133KNVG5,12.0,3.308,348.0,2.5,UMBS,75614306.08,2051-11-01,360.0
3133KNVE0,12.0,2.909,347.0,2.0,UMBS,136692472.1,2052-02-01,359.0
3133KNSB0,9.0,3.324,349.0,2.5,UMBS,242217469.9,2052-02-01,358.0
3133KNQJ5,9.0,3.411,350.0,2.5,UMBS,114839036.5,2052-02-01,359.0
3133KNK69,10.0,3.361,349.0,2.5,UMBS,68022594.72,2052-01-01,359.0
3133KNJB0,13.0,2.836,345.0,2.0,UMBS,94876303.39,2051-09-01,358.0
3133KNGP2,11.0,2.986,349.0,2.0,UMBS,70094799.66,2051-12-01,360.0
3133KNGC1,10.0,3.322,348.0,2.5,UMBS,163427638.9,2051-12-01,358.0
3133KNEA7,11.0,3.312,348.0,2.5,UMBS,95685159.04,2051-12-01,359.0
3133KNDY6,15.0,3.263,342.0,2.5,UMBS,82002084.1,2051-09-01,357.0
3133KMZC2,12.0,2.828,346.0,2.0,UMBS,217771610.4,2051-10-01,358.0
3133KMYG4,13.0,3.26,346.0,2.5,UMBS,78899454.1,2051-10-01,359.0
3133KMXL4,12.0,2.887,346.0,2.0,UMBS,235483453.2,2051-10-01,358.0
3133KMVL6,13.0,3.357,346.0,2.5,UMBS,126318928.1,2051-10-01,359.0
3133KMUU7,13.0,2.947,344.0,2.5,UMBS,85798221.34,2051-10-01,357.0
3133KMUS2,17.0,2.858,341.0,2.0,UMBS,84176466.27,2051-06-01,358.0
3133KMUH6,13.0,3.37,346.0,2.5,UMBS,252991402.8,2051-10-01,359.0
3133KMTF2,12.0,3.25,346.0,2.5,UMBS,180501998.6,2051-10-01,358.0
3133KMRY3,13.0,3.369,346.0,2.5,UMBS,90487517.23,2051-09-01,359.0
3133KMMJ1,18.0,2.829,340.0,2.0,UMBS,82226240.53,2051-06-01,358.0
3133KML45,14.0,3.306,344.0,2.5,UMBS,230081960.4,2051-08-01,358.0
3133KMK20,9.0,3.427,350.0,2.5,UMBS,90896139.58,2052-01-01,359.0
3133KMJC0,19.0,2.834,338.0,2.0,UMBS,125404693.4,2051-04-01,357.0
3133KMGQ2,15.0,3.367,344.0,2.5,UMBS,240974810.5,2051-07-01,359.0
3133KMGP4,15.0,3.374,343.0,2.5,UMBS,403750949.2,2051-07-01,358.0
3133KMGN9,15.0,3.294,343.0,2.5,UMBS,187549544.3,2051-07-01,358.0
3133KMB46,20.0,2.882,338.0,2.0,UMBS,139154488.2,2051-06-01,358.0
3133KM7D1,11.0,2.903,348.0,2.0,UMBS,69823058.32,2051-11-01,359.0
3133KM7C3,12.0,2.837,347.0,2.0,UMBS,192592369.0,2051-11-01,359.0
3133KM6Z3,12.0,3.23,347.0,2.5,UMBS,93534437.59,2051-11-01,359.0
3133KM6X8,12.0,2.897,347.0,2.0,UMBS,76580479.3,2051-11-01,359.0
3133KM2R5,16.0,2.892,342.0,2.0,UMBS,70700190.77,2051-08-01,358.0
3133KM2P9,16.0,3.259,343.0,2.5,UMBS,73884062.34,2051-07-01,359.0
3133KLXD4,21.0,2.541,335.0,1.5,UMBS,69828617.1,2051-02-01,356.0
3133KLW86,21.0,2.918,336.0,2.0,UMBS,154303609.6,2051-01-01,357.0
3133KLMB0,23.0,2.933,333.0,2.0,UMBS,76965940.05,2050-12-01,356.0
3133KLFC6,21.0,3.461,336.0,2.5,UMBS,104894856.9,2051-02-01,357.0
3133KL5C7,20.0,2.928,337.0,2.0,UMBS,76838415.19,2051-05-01,357.0
3133KKZ85,22.0,3.44,334.0,2.5,UMBS,176654405.0,2051-01-01,356.0
3133KKX79,26.0,2.925,328.0,2.0,UMBS,221871231.5,2050-09-01,354.0
3133KKWC9,23.0,3.464,333.0,2.5,UMBS,166636742.9,2050-12-01,356.0
3133KKUH0,23.0,3.436,335.0,2.5,UMBS,196588761.0,2050-12-01,358.0
3133KKRV3,26.0,2.988,329.0,2.0,UMBS,70489706.21,2050-11-01,355.0
3133KKNY1,24.0,2.932,333.0,2.0,UMBS,121419909.1,2050-11-01,357.0
3133KKNE5,24.0,3.334,334.0,2.5,UMBS,98709232.26,2050-11-01,358.0
3133KKH93,24.0,3.413,333.0,2.5,UMBS,172116640.1,2050-10-01,357.0
3133KKC80,28.0,3.402,326.0,2.5,UMBS,88482092.75,2050-09-01,354.0
3133KKB65,25.0,3.426,332.0,2.5,UMBS,130009224.0,2050-10-01,357.0
3133KKAP4,25.0,3.34,332.0,2.5,UMBS,122138659.5,2050-09-01,357.0
3133KKAA7,25.0,3.352,334.0,2.5,UMBS,137567099.0,2050-10-01,359.0
3133KK5H8,24.0,2.914,332.0,2.0,UMBS,138219996.2,2051-01-01,356.0
3133KJZN5,26.0,2.903,327.0,2.0,UMBS,293839096.0,2050-09-01,353.0
3133KJUD2,27.0,3.352,327.0,2.5,UMBS,231563754.5,2050-08-01,354.0
3133KJTA0,27.0,3.007,326.0,2.0,UMBS,265313615.7,2050-08-01,353.0
3133KJT28,26.0,2.978,326.0,2.0,UMBS,299383629.0,2050-08-01,352.0
3133KJSG8,27.0,3.343,325.0,2.5,UMBS,516129565.8,2050-08-01,352.0
3133KJNC2,27.0,3.425,329.0,2.5,UMBS,116162025.7,2050-07-01,356.0
3133KJN24,27.0,3.437,330.0,2.5,UMBS,112658418.7,2050-07-01,357.0
3133KJMR0,27.0,3.369,326.0,2.5,UMBS,105079462.6,2050-07-01,353.0
3133KJLG5,29.0,3.357,326.0,2.5,UMBS,470853696.5,2050-06-01,355.0
3133KJLF7,29.0,3.811,318.0,3.0,UMBS,79556456.03,2050-07-01,347.0
3133KJE65,29.0,3.472,328.0,2.5,UMBS,151446238.2,2050-06-01,357.0
3133KJAF9,31.0,3.416,323.0,2.5,UMBS,138610889.5,2050-05-01,354.0
3133KJ3U4,26.0,3.353,332.0,2.5,UMBS,168069918.3,2050-09-01,358.0
3133KJ3S9,26.0,3.431,331.0,2.5,UMBS,159324426.3,2050-09-01,357.0
3133KJ3Q3,26.0,3.427,331.0,2.5,UMBS,92950634.76,2050-09-01,357.0
3133KHZX7,30.0,3.847,326.0,3.0,UMBS,89384562.2,,356.0
3133KHZ74,31.0,3.41,322.0,2.5,UMBS,349294596.0,2050-04-01,353.0
3133KHZ33,30.0,3.445,325.0,2.5,UMBS,265502848.1,,355.0
3133KHYD2,31.0,3.853,323.0,3.0,UMBS,167381340.0,2050-04-01,354.0
3133KHYC4,31.0,3.489,324.0,2.5,UMBS,269051080.8,2050-05-01,355.0
3133KHX84,31.0,3.852,323.0,3.0,UMBS,181147946.8,2050-05-01,354.0
3133KHWZ5,31.0,3.504,325.0,2.5,UMBS,107608293.7,2050-04-01,356.0
3133KHVX1,32.0,3.839,324.0,3.0,UMBS,186565662.1,2050-04-01,356.0
3133KHVP8,33.0,3.84,322.0,3.0,UMBS,108041125.9,2050-04-01,355.0
3133KHTA4,31.0,3.833,323.0,3.0,UMBS,149908809.8,2050-03-01,354.0
3133KHT97,34.0,3.486,318.0,2.5,UMBS,104407339.5,2050-03-01,352.0
3133KHT30,36.0,3.863,319.0,3.0,UMBS,126860198.2,2049-12-01,355.0
3133KHSJ6,32.0,3.88,325.0,3.0,UMBS,67623015.29,2050-03-01,357.0
3133KHS98,32.0,3.84,323.0,3.0,UMBS,137075392.5,2050-03-01,355.0
3133KHJE7,35.0,3.868,318.0,3.0,UMBS,114844636.8,2050-01-01,353.0
3133KHGE0,34.0,3.858,321.0,3.0,UMBS,143695837.7,2050-01-01,355.0
3133KHG83,34.0,3.851,323.0,3.0,UMBS,74257800.21,2050-01-01,357.0
3133KHG75,34.0,3.857,322.0,3.0,UMBS,79109218.12,2050-01-01,356.0
3133KHCA2,37.0,3.898,317.0,3.0,UMBS,74828037.19,2049-12-01,354.0
3133KHB21,35.0,3.93,322.0,3.0,UMBS,82316372.61,2049-12-01,357.0
3133KH5E2,29.0,3.432,327.0,2.5,UMBS,133037292.6,2050-06-01,356.0
3133KH4T0,29.0,3.415,328.0,2.5,UMBS,171356488.2,2050-05-01,357.0
3133KH2C9,34.0,3.846,321.0,3.0,UMBS,78667027.34,2050-01-01,355.0
3133KGXT0,37.0,3.872,317.0,3.0,UMBS,504262771.7,2049-11-01,354.0
3133GGY72,8.0,2.726,171.0,2.0,UMBS,150717633.3,2037-04-01,179.0
3133GGX57,8.0,2.362,171.0,1.5,UMBS,67489917.35,2037-03-01,179.0
3133GGX40,8.0,2.665,171.0,2.0,UMBS,90620379.52,2037-03-01,179.0
3133GGSJ3,9.0,2.354,170.0,1.5,UMBS,75260869.44,2037-02-01,179.0
3133GGSA2,8.0,2.748,171.0,2.0,UMBS,163220924.6,2037-02-01,179.0
3133GGRG0,9.0,2.375,170.0,1.5,UMBS,94340800.46,2037-02-01,179.0
3133GGQK2,9.0,2.375,170.0,1.5,UMBS,74630206.68,2037-02-01,179.0
3133GGLS0,9.0,2.281,169.0,1.5,UMBS,121780100.6,2037-02-01,178.0
3133GGHV8,10.0,2.251,169.0,1.5,UMBS,212427860.6,2037-01-01,179.0
3133GGG98,9.0,2.665,169.0,2.0,UMBS,234540053.5,2037-01-01,178.0
3133GGFP3,10.0,2.529,169.0,2.0,UMBS,88564741.04,2037-02-01,179.0
3133GGFB4,10.0,2.554,169.0,2.0,UMBS,118717344.8,2037-01-01,179.0
3133GFTY1,11.0,2.26,167.0,1.5,UMBS,173188622.0,2036-12-01,178.0
3133GFRT4,11.0,2.158,167.0,1.5,UMBS,109725127.0,2036-11-01,178.0
3133GFPB5,11.0,2.233,167.0,1.5,UMBS,88346132.71,2036-11-01,178.0
3133GFNB7,12.0,2.239,167.0,1.5,UMBS,86531595.38,2036-11-01,179.0
3133GFMN2,12.0,2.247,166.0,1.5,UMBS,97126213.83,2036-11-01,178.0
3133GFDV4,12.0,2.114,165.0,1.5,UMBS,99811636.29,2036-10-01,177.0
3133GFBW4,12.0,2.274,166.0,1.5,UMBS,70571756.45,2036-10-01,178.0
3133GFAT2,13.0,2.218,166.0,1.5,UMBS,135997587.7,2036-11-01,179.0
3133GF4B8,11.0,2.223,168.0,1.5,UMBS,145731953.6,2036-12-01,179.0
3133GF3G8,10.0,2.557,168.0,2.0,UMBS,182990679.7,2036-12-01,178.0
3133GF3F0,10.0,2.142,168.0,1.5,UMBS,174122357.2,2036-12-01,178.0
3133GEWX2,13.0,2.096,164.0,1.5,UMBS,76983160.57,2036-09-01,177.0
3133GETF5,13.0,2.282,165.0,1.5,UMBS,159421721.9,2036-09-01,178.0
3133GESF6,14.0,2.289,164.0,1.5,UMBS,101879113.2,2036-09-01,178.0
3133GEGY8,14.0,2.316,163.0,1.5,UMBS,206792951.1,2036-08-01,177.0
3133GEF45,15.0,2.31,164.0,1.5,UMBS,166656093.1,2036-08-01,179.0
3133GED96,15.0,2.341,163.0,1.5,UMBS,112730302.9,2036-08-01,178.0
3133GDW48,16.0,2.382,162.0,1.5,UMBS,78559165.07,2036-07-01,178.0
3133GDPC8,16.0,2.288,161.0,1.5,UMBS,87888024.96,2036-06-01,177.0
3133GDMK3,17.0,2.373,160.0,1.5,UMBS,86718868.8,2036-06-01,177.0
3133GDLT5,16.0,2.358,159.0,1.5,UMBS,70609029.74,2036-06-01,175.0
3133GDEK2,17.0,2.225,160.0,1.5,UMBS,81681471.16,2036-05-01,177.0
3133GDCW8,17.0,2.322,160.0,1.5,UMBS,129410042.7,2036-05-01,177.0
3133GD4W7,15.0,2.27,163.0,1.5,UMBS,94002517.74,2036-07-01,178.0
3133GD2D1,15.0,2.32,161.0,1.5,UMBS,181765642.2,2036-07-01,176.0
3133GCXB3,18.0,2.223,159.0,1.5,UMBS,178766859.9,2036-04-01,177.0
3133GCVV1,18.0,2.25,158.0,1.5,UMBS,129366275.1,2036-04-01,176.0
3133GCS78,18.0,2.312,159.0,1.5,UMBS,103483345.9,2036-04-01,177.0
3133GCK76,19.0,2.52,157.0,2.0,UMBS,70106402.79,2036-03-01,176.0
3133GCK50,19.0,2.183,157.0,1.5,UMBS,79563012.25,2036-03-01,176.0
3133GCE24,20.0,2.274,157.0,1.5,UMBS,87708818.57,2036-03-01,177.0
