,age,note_rate,wam,coupon,agency,curr_bal,maturity_date,term
3133BKM48,2.0,5.002,357.0,4.0,UMBS,175441568.0,2052-09-01,359.0
31335CJ96,174.0,6.038,174.0,5.5,FHLMCGLD,286849608.1,2040-03-01,348.0
3132DWFG3,0.0,5.664,360.0,5.0,UMBS,258238860.0,2052-11-01,360.0
3132DWFF5,0.0,5.276,360.0,4.5,UMBS,402742558.0,2052-11-01,360.0
3132DWFE8,0.0,4.872,360.0,4.0,UMBS,80978385.0,2052-11-01,360.0
3132DWE74,1.0,5.853,358.0,5.0,UMBS,226410806.6,2052-10-01,359.0
3132DWE66,1.0,5.431,358.0,4.5,UMBS,624840190.3,2052-10-01,359.0
3132DWE58,1.0,4.951,358.0,4.0,UMBS,919528812.9,2052-10-01,359.0
3132D6CV0,1.0,4.716,177.0,4.0,UMBS,149705071.0,2037-10-01,178.0
3132D6CU2,1.0,4.304,178.0,3.5,UMBS,128259696.0,2037-10-01,179.0
36202E6D6,159.0,4.856,188.0,4.5,GNMA,174294603.8,2039-06-01,347.0
36202E7G8,159.0,4.879,189.0,4.5,GNMA,394654863.1,2039-07-01,348.0
36202FAU0,158.0,4.903,190.0,4.5,GNMA,232682662.9,2039-08-01,348.0
36202FBH8,157.0,4.973,191.0,4.5,GNMA,84824078.99,2039-09-01,348.0
36202FEJ1,152.0,5.297,196.0,5.0,GNMA,125567815.6,2040-02-01,348.0
36202FE77,151.0,5.299,196.0,5.0,GNMA,97438152.81,2040-03-01,347.0
36202FFU5,150.0,5.292,198.0,5.0,GNMA,68800456.05,2040-04-01,348.0
36202FLN4,143.0,4.415,204.0,4.0,GNMA,127948423.6,2040-10-01,347.0
36202FV86,134.0,4.418,214.0,4.0,GNMA,100067759.0,2041-08-01,348.0
36202FY67,131.0,4.293,216.0,4.0,GNMA,112843864.7,2041-11-01,347.0
36202FZX7,129.0,3.865,216.0,3.5,GNMA,238051651.7,2041-12-01,345.0
36202F2L9,129.0,3.85,217.0,3.5,GNMA,382050455.7,2042-01-01,346.0
36202F2M7,129.0,4.289,218.0,4.0,GNMA,72545991.93,2042-01-01,347.0
36202F3M6,128.0,3.844,218.0,3.5,GNMA,350407425.4,2042-02-01,346.0
36202F4Q6,127.0,3.829,219.0,3.5,GNMA,524201827.0,2042-03-01,346.0
36179MAX8,125.0,3.821,220.0,3.5,GNMA,1018549112.0,2042-04-01,345.0
36179MCZ1,124.0,3.815,222.0,3.5,GNMA,865902333.7,2042-05-01,346.0
36179ME30,123.0,3.817,223.0,3.5,GNMA,391099226.5,2042-06-01,346.0
36179MG46,122.0,3.553,225.0,3.0,GNMA,101736163.4,2042-07-01,347.0
36179MG53,122.0,3.802,224.0,3.5,GNMA,411847145.6,2042-07-01,346.0
36179MK66,121.0,3.502,226.0,3.0,GNMA,225587080.1,2042-08-01,347.0
36179MK74,122.0,3.798,225.0,3.5,GNMA,393496752.8,2042-08-01,347.0
36179MNG1,120.0,3.406,227.0,3.0,GNMA,482428129.6,2042-09-01,347.0
36179MNH9,120.0,3.795,227.0,3.5,GNMA,385107893.4,2042-09-01,347.0
36179MQN3,120.0,3.397,227.0,3.0,GNMA,915487399.9,2042-10-01,347.0
36179MQP8,120.0,3.803,227.0,3.5,GNMA,307426472.0,2042-10-01,347.0
36179MSW1,118.0,3.369,228.0,3.0,GNMA,1349654398.0,2042-11-01,346.0
36179MSX9,119.0,3.802,228.0,3.5,GNMA,358558611.5,2042-11-01,347.0
36179MVR8,117.0,3.331,229.0,3.0,GNMA,1639887749.0,2042-12-01,346.0
36179MVS6,118.0,3.81,228.0,3.5,GNMA,235913546.0,2042-12-01,346.0
36179MX39,116.0,3.314,230.0,3.0,GNMA,1856688167.0,2043-01-01,346.0
36179MX47,117.0,3.815,229.0,3.5,GNMA,221760919.8,2043-01-01,346.0
36179M2P4,116.0,3.309,231.0,3.0,GNMA,2530464989.0,2043-02-01,347.0
36179M2Q2,116.0,3.818,231.0,3.5,GNMA,286967556.0,2043-02-01,347.0
36179M5L0,115.0,3.316,232.0,3.0,GNMA,1789339141.0,2043-03-01,347.0
36179M5M8,115.0,3.807,231.0,3.5,GNMA,163792066.0,2043-03-01,346.0
36179NBA5,114.0,3.336,233.0,3.0,GNMA,1190654560.0,2043-04-01,347.0
36179NBB3,114.0,3.797,232.0,3.5,GNMA,312071793.6,2043-04-01,346.0
36179NDQ8,113.0,3.355,234.0,3.0,GNMA,1262478687.0,2043-05-01,347.0
36179NDR6,113.0,3.803,233.0,3.5,GNMA,422405445.8,2043-05-01,346.0
36179NF60,111.0,3.316,236.0,3.0,GNMA,1821981527.0,2043-06-01,347.0
36179NF78,112.0,3.8,234.0,3.5,GNMA,431576332.5,2043-06-01,346.0
36179NH92,111.0,3.325,237.0,3.0,GNMA,956053836.8,2043-07-01,348.0
36179NJA7,112.0,3.825,233.0,3.5,GNMA,738213500.0,2043-07-01,345.0
36179NLC0,110.0,3.338,238.0,3.0,GNMA,239758475.7,2043-08-01,348.0
36179NLD8,110.0,3.828,237.0,3.5,GNMA,970604087.6,2043-08-01,347.0
36179NM96,109.0,3.396,239.0,3.0,GNMA,90969490.7,2043-09-01,348.0
36179NNA2,109.0,3.879,238.0,3.5,GNMA,411931931.4,2043-09-01,347.0
36179NNB0,109.0,4.365,240.0,4.0,GNMA,535720626.7,2043-09-01,349.0
36179NQ43,108.0,3.925,239.0,3.5,GNMA,575389704.4,2043-10-01,347.0
36179NQ50,108.0,4.381,241.0,4.0,GNMA,494966308.1,2043-10-01,349.0
36179NQ68,109.0,4.832,239.0,4.5,GNMA,73496147.35,2043-10-01,348.0
36179NTD0,108.0,3.94,240.0,3.5,GNMA,334345822.7,2043-11-01,348.0
36179NTE8,107.0,4.375,242.0,4.0,GNMA,586863232.1,2043-11-01,349.0
36179NTF5,108.0,4.829,240.0,4.5,GNMA,73002487.0,2043-11-01,348.0
36179NVN5,106.0,3.922,242.0,3.5,GNMA,575903571.4,2043-12-01,348.0
36179NVP0,106.0,4.358,242.0,4.0,GNMA,400324473.9,2043-12-01,348.0
36179NX52,105.0,3.913,243.0,3.5,GNMA,503837661.8,2044-01-01,348.0
36179NX60,105.0,4.353,243.0,4.0,GNMA,400534819.0,2044-01-01,348.0
36179N2J6,105.0,3.933,243.0,3.5,GNMA,276010545.5,2044-02-01,348.0
36179N2K3,104.0,4.358,245.0,4.0,GNMA,612378600.0,2044-02-01,349.0
36179N5V6,104.0,3.943,245.0,3.5,GNMA,128626705.4,2044-03-01,349.0
36179N5W4,103.0,4.358,245.0,4.0,GNMA,472130764.6,2044-03-01,348.0
36179QBF7,102.0,3.935,247.0,3.5,GNMA,334777770.0,2044-04-01,349.0
36179QBG5,102.0,4.353,246.0,4.0,GNMA,703795008.3,2044-04-01,348.0
36179QDY4,102.0,3.936,247.0,3.5,GNMA,439284484.2,2044-05-01,349.0
36179QDZ1,102.0,4.359,246.0,4.0,GNMA,493345601.6,2044-05-01,348.0
36179QGC9,100.0,3.936,250.0,3.5,GNMA,476127478.2,2044-06-01,350.0
36179QGD7,101.0,4.361,246.0,4.0,GNMA,409206351.0,2044-06-01,347.0
36179QJS1,99.0,3.912,252.0,3.5,GNMA,540240981.6,2044-07-01,351.0
36179QJT9,99.0,4.36,249.0,4.0,GNMA,305003008.0,2044-07-01,348.0
36179QL58,98.0,3.884,253.0,3.5,GNMA,573387240.5,2044-08-01,351.0
36179QL66,98.0,4.355,250.0,4.0,GNMA,264471810.5,2044-08-01,348.0
36179QPG0,97.0,3.891,253.0,3.5,GNMA,638903499.6,2044-09-01,350.0
36179QPH8,98.0,4.353,251.0,4.0,GNMA,233958074.6,2044-09-01,349.0
36179QRY9,96.0,3.881,255.0,3.5,GNMA,765319659.0,2044-10-01,351.0
36179QRZ6,96.0,4.353,252.0,4.0,GNMA,263623733.1,2044-10-01,348.0
36179QT43,95.0,3.89,256.0,3.5,GNMA,914576013.4,2044-11-01,351.0
36179QT50,95.0,4.353,254.0,4.0,GNMA,306160374.9,2044-11-01,349.0
36179QWD9,95.0,3.486,256.0,3.0,GNMA,208132715.6,2044-12-01,351.0
36179QWE7,94.0,3.881,257.0,3.5,GNMA,698971219.7,2044-12-01,351.0
36179QWF4,95.0,4.351,254.0,4.0,GNMA,299395615.2,2044-12-01,349.0
36179QYR6,93.0,3.481,258.0,3.0,GNMA,284445226.3,2045-01-01,351.0
36179QYS4,93.0,3.874,258.0,3.5,GNMA,813428379.3,2045-01-01,351.0
36179QYT2,94.0,4.348,254.0,4.0,GNMA,178193952.8,2045-01-01,348.0
36179Q3H2,92.0,3.475,258.0,3.0,GNMA,361188421.2,2045-02-01,350.0
36179Q3J8,92.0,3.868,258.0,3.5,GNMA,430750341.8,2045-02-01,350.0
36179Q3K5,93.0,4.352,253.0,4.0,GNMA,174994878.2,2045-02-01,346.0
36179Q6N6,91.0,3.447,260.0,3.0,GNMA,663442633.8,2045-03-01,351.0
36179Q6P1,91.0,3.877,259.0,3.5,GNMA,940117328.8,2045-03-01,350.0
36179RBW8,90.0,3.451,261.0,3.0,GNMA,560225458.5,2045-04-01,351.0
36179RBX6,90.0,3.875,261.0,3.5,GNMA,976782840.9,2045-04-01,351.0
36179RD63,89.0,3.454,263.0,3.0,GNMA,579839626.1,2045-05-01,352.0
36179RD71,89.0,3.871,262.0,3.5,GNMA,848211449.3,2045-05-01,351.0
36179RF87,88.0,3.45,264.0,3.0,GNMA,1081264306.0,2045-06-01,352.0
36179RF95,88.0,3.868,263.0,3.5,GNMA,862978558.2,2045-06-01,351.0
36179RJD2,87.0,3.448,265.0,3.0,GNMA,866902092.9,2045-07-01,352.0
36179RJE0,87.0,3.862,265.0,3.5,GNMA,971703161.9,2045-07-01,352.0
36179RLN7,86.0,3.477,266.0,3.0,GNMA,617793584.3,2045-08-01,352.0
36179RLP2,86.0,3.872,266.0,3.5,GNMA,1305722159.0,2045-08-01,352.0
36179RLQ0,86.0,4.355,266.0,4.0,GNMA,148567800.5,2045-08-01,352.0
36179RNV7,86.0,3.493,266.0,3.0,GNMA,409679732.7,2045-09-01,352.0
36179RNW5,85.0,3.889,266.0,3.5,GNMA,1027752537.0,2045-09-01,351.0
36179RQZ5,84.0,3.506,267.0,3.0,GNMA,190474648.3,2045-10-01,351.0
36179RQ28,84.0,3.884,268.0,3.5,GNMA,652123540.2,2045-10-01,352.0
36179RS83,83.0,3.501,268.0,3.0,GNMA,286666859.5,2045-11-01,351.0
36179RS91,83.0,3.876,269.0,3.5,GNMA,450834595.2,2045-11-01,352.0
36179RVA4,82.0,3.482,270.0,3.0,GNMA,339496210.0,2045-12-01,352.0
36179RVB2,82.0,3.873,270.0,3.5,GNMA,438818773.6,2045-12-01,352.0
36179RXC8,81.0,3.481,271.0,3.0,GNMA,183094934.9,2046-01-01,352.0
36179RXD6,81.0,3.876,271.0,3.5,GNMA,965788383.3,2046-01-01,352.0
36179RZS1,80.0,3.492,271.0,3.0,GNMA,128608069.8,2046-02-01,351.0
36179RZT9,80.0,3.882,271.0,3.5,GNMA,937369695.8,2046-02-01,351.0
36179R4D8,79.0,3.485,271.0,3.0,GNMA,107788384.1,2046-03-01,350.0
36179R4E6,80.0,3.882,271.0,3.5,GNMA,491136170.7,2046-03-01,351.0
36179R7H6,77.0,3.456,274.0,3.0,GNMA,341140754.0,2046-04-01,351.0
36179R7J2,78.0,3.881,273.0,3.5,GNMA,229402174.3,2046-04-01,351.0
36179SB71,77.0,3.441,275.0,3.0,GNMA,1246679183.0,2046-05-01,352.0
36179SB89,77.0,3.879,274.0,3.5,GNMA,578738136.0,2046-05-01,351.0
36179SB97,80.0,4.393,272.0,4.0,GNMA,242574109.6,2046-05-01,352.0
36179SEG8,75.0,3.439,277.0,3.0,GNMA,1465497646.0,2046-06-01,352.0
36179SEH6,76.0,3.875,276.0,3.5,GNMA,592924552.3,2046-06-01,352.0
36179SEJ2,78.0,4.395,274.0,4.0,GNMA,282349282.8,2046-06-01,352.0
36179SGK7,74.0,3.437,278.0,3.0,GNMA,1388301451.0,2046-07-01,352.0
36179SGL5,75.0,3.883,278.0,3.5,GNMA,972816315.5,2046-07-01,353.0
36179SGM3,77.0,4.404,275.0,4.0,GNMA,237103946.4,2046-07-01,352.0
36179SJS7,74.0,3.419,279.0,3.0,GNMA,1967841201.0,2046-08-01,353.0
36179SJT5,75.0,3.884,278.0,3.5,GNMA,658806089.7,2046-08-01,353.0
36179SJU2,80.0,4.395,272.0,4.0,GNMA,187000058.0,2046-08-01,352.0
36179SLR6,73.0,3.393,280.0,3.0,GNMA,2801038245.0,2046-09-01,353.0
36179SLS4,74.0,3.885,279.0,3.5,GNMA,1024027540.0,2046-09-01,353.0
36179SLT2,79.0,4.409,273.0,4.0,GNMA,187166313.1,2046-09-01,352.0
36179SNU7,71.0,3.376,281.0,3.0,GNMA,1144188501.0,2046-10-01,352.0
36179SNV5,72.0,3.878,281.0,3.5,GNMA,917419610.7,2046-10-01,353.0
36179SNW3,78.0,4.407,275.0,4.0,GNMA,143996769.7,2046-10-01,353.0
36179SQV2,70.0,3.37,281.0,3.0,GNMA,780861856.5,2046-11-01,351.0
36179SQW0,72.0,3.871,281.0,3.5,GNMA,787106242.6,2046-11-01,353.0
36179SQX8,77.0,4.396,274.0,4.0,GNMA,123196266.1,2046-11-01,351.0
36179SSP3,69.0,3.372,282.0,3.0,GNMA,1933963700.0,2046-12-01,351.0
36179SSQ1,70.0,3.864,282.0,3.5,GNMA,391659193.1,2046-12-01,352.0
36179SSR9,76.0,4.383,278.0,4.0,GNMA,106943956.7,2046-12-01,354.0
36179SUU9,69.0,3.386,283.0,3.0,GNMA,942585356.2,2047-01-01,352.0
36179SUV7,69.0,3.862,284.0,3.5,GNMA,685936400.1,2047-01-01,353.0
36179SUW5,70.0,4.373,283.0,4.0,GNMA,392576488.2,2047-01-01,353.0
36179SWW3,68.0,3.424,283.0,3.0,GNMA,307444078.9,2047-02-01,351.0
36179SWX1,68.0,3.871,283.0,3.5,GNMA,456671616.1,2047-02-01,351.0
36179SWY9,69.0,4.368,284.0,4.0,GNMA,397721969.8,2047-02-01,353.0
36179SYS0,67.0,3.879,284.0,3.5,GNMA,570640600.8,2047-03-01,351.0
36179SYT8,68.0,4.359,284.0,4.0,GNMA,300369561.2,2047-03-01,352.0
36179S2N6,67.0,3.476,284.0,3.0,GNMA,246190993.3,2047-04-01,351.0
36179S2P1,66.0,3.883,286.0,3.5,GNMA,866797277.3,2047-04-01,352.0
36179S2Q9,67.0,4.361,286.0,4.0,GNMA,218561268.2,2047-04-01,353.0
36179S5K9,67.0,3.486,284.0,3.0,GNMA,106663429.2,2047-05-01,351.0
36179S5L7,65.0,3.894,287.0,3.5,GNMA,1009319117.0,2047-05-01,352.0
36179S5M5,66.0,4.368,287.0,4.0,GNMA,294674597.4,2047-05-01,353.0
36179TAJ4,66.0,3.479,285.0,3.0,GNMA,73543704.79,2047-06-01,351.0
36179TAK1,64.0,3.895,289.0,3.5,GNMA,945605213.4,2047-06-01,353.0
36179TCW3,64.0,3.489,289.0,3.0,GNMA,111931550.1,2047-07-01,353.0
36179TCX1,63.0,3.894,290.0,3.5,GNMA,1631257737.0,2047-07-01,353.0
36179TCY9,64.0,4.389,291.0,4.0,GNMA,349169461.3,2047-07-01,355.0
36179TEY7,62.0,3.477,290.0,3.0,GNMA,111517734.4,2047-08-01,352.0
36179TEZ4,62.0,3.892,292.0,3.5,GNMA,968055759.7,2047-08-01,354.0
36179TE27,63.0,4.398,292.0,4.0,GNMA,222557539.8,2047-08-01,355.0
36179TG33,61.0,3.482,291.0,3.0,GNMA,130150928.2,2047-09-01,352.0
36179TG41,61.0,3.904,293.0,3.5,GNMA,317842558.7,2047-09-01,354.0
36179TG58,62.0,4.408,292.0,4.0,GNMA,276137845.1,2047-09-01,354.0
36179TJW6,60.0,3.47,292.0,3.0,GNMA,185918537.1,2047-10-01,352.0
36179TJX4,60.0,3.898,294.0,3.5,GNMA,120850168.4,2047-10-01,354.0
36179TJY2,61.0,4.41,294.0,4.0,GNMA,159508207.9,2047-10-01,355.0
36179TLR4,59.0,3.47,293.0,3.0,GNMA,90297686.05,2047-11-01,352.0
36179TLS2,59.0,3.893,295.0,3.5,GNMA,181350073.8,2047-11-01,354.0
36179TLU7,65.0,4.895,290.0,4.5,GNMA,71208036.85,2047-11-01,355.0
36179TNQ4,58.0,3.468,295.0,3.0,GNMA,176014966.5,2047-12-01,353.0
36179TNR2,58.0,3.906,296.0,3.5,GNMA,106344527.3,2047-12-01,354.0
36179TNS0,60.0,4.411,294.0,4.0,GNMA,157938691.7,2047-12-01,354.0
36179TNT8,65.0,4.904,291.0,4.5,GNMA,87627053.28,2047-12-01,356.0
36179TQP3,57.0,3.914,297.0,3.5,GNMA,103986723.5,2048-01-01,354.0
36179TQQ1,59.0,4.436,296.0,4.0,GNMA,71817167.63,2048-01-01,355.0
36179TQR9,64.0,4.923,292.0,4.5,GNMA,135151262.0,2048-01-01,356.0
36179TSF3,56.0,3.488,296.0,3.0,GNMA,77261124.26,2048-02-01,352.0
36179TSG1,56.0,3.911,298.0,3.5,GNMA,153068761.6,2048-02-01,354.0
36179TSH9,58.0,4.433,296.0,4.0,GNMA,74868874.2,2048-02-01,354.0
36179TUA1,56.0,3.926,297.0,3.5,GNMA,211648108.6,2048-03-01,353.0
36179TUC7,64.0,4.944,290.0,4.5,GNMA,85001091.16,2048-03-01,354.0
36179TV69,55.0,4.435,299.0,4.0,GNMA,159163322.7,2048-04-01,354.0
36179TXV2,54.0,4.447,301.0,4.0,GNMA,159889531.0,2048-05-01,355.0
36179TZ57,53.0,4.454,302.0,4.0,GNMA,145421211.6,2048-06-01,355.0
36179T4P7,51.0,4.47,304.0,4.0,GNMA,92162123.07,2048-07-01,355.0
36179T4Q5,52.0,4.954,304.0,4.5,GNMA,67552917.27,2048-07-01,356.0
36179T7K5,50.0,4.471,305.0,4.0,GNMA,326324268.0,2048-08-01,355.0
36179UCB6,50.0,4.477,305.0,4.0,GNMA,67700290.34,2048-09-01,355.0
36179UN99,46.0,4.026,307.0,3.5,GNMA,182750783.4,2049-03-01,353.0
36179UQ47,45.0,4.02,309.0,3.5,GNMA,366938783.3,2049-04-01,354.0
36179UUH3,58.0,3.534,294.0,3.0,GNMA,231968163.2,2049-06-01,352.0
36179UUJ9,41.0,4.021,314.0,3.5,GNMA,296772405.6,2049-06-01,355.0
36179UUK6,42.0,4.532,315.0,4.0,GNMA,272648043.5,2049-06-01,357.0
36179UV74,41.0,3.574,313.0,3.0,GNMA,608129610.7,2049-07-01,354.0
36179UV82,40.0,4.015,316.0,3.5,GNMA,551444159.8,2049-07-01,356.0
36179UV90,41.0,4.543,315.0,4.0,GNMA,717928110.3,2049-07-01,356.0
36179UXR8,40.0,3.089,315.0,2.5,GNMA,136128295.1,2049-08-01,355.0
36179UXS6,38.0,3.544,317.0,3.0,GNMA,1569285178.0,2049-08-01,355.0
36179UXT4,39.0,4.018,318.0,3.5,GNMA,1092173742.0,2049-08-01,357.0
36179UXU1,40.0,4.536,316.0,4.0,GNMA,791423048.2,2049-08-01,356.0
36179UZR6,37.0,3.116,317.0,2.5,GNMA,296368768.1,2049-09-01,354.0
36179UZS4,37.0,3.523,319.0,3.0,GNMA,1177175342.0,2049-09-01,356.0
36179UZT2,37.0,4.006,319.0,3.5,GNMA,1358867250.0,2049-09-01,356.0
36179UZU9,41.0,4.489,315.0,4.0,GNMA,595039025.7,2049-09-01,356.0
36179U4A7,35.0,3.066,319.0,2.5,GNMA,820321349.2,2049-10-01,354.0
36179U4B5,36.0,3.509,320.0,3.0,GNMA,1868349962.0,2049-10-01,356.0
36179U4C3,37.0,4.003,319.0,3.5,GNMA,1155550630.0,2049-10-01,356.0
36179U4D1,42.0,4.47,315.0,4.0,GNMA,348032971.7,2049-10-01,357.0
36179U6T4,34.0,3.027,320.0,2.5,GNMA,647574273.3,2049-11-01,354.0
36179U6U1,34.0,3.495,321.0,3.0,GNMA,1045044815.0,2049-11-01,355.0
36179U6V9,36.0,4.005,320.0,3.5,GNMA,1017738924.0,2049-11-01,356.0
36179U6W7,40.0,4.48,316.0,4.0,GNMA,125087367.0,2049-11-01,356.0
36179VBE9,33.0,3.001,321.0,2.5,GNMA,1034373192.0,2049-12-01,354.0
36179VBF6,34.0,3.49,322.0,3.0,GNMA,1582381071.0,2049-12-01,356.0
36179VDM9,32.0,2.993,322.0,2.5,GNMA,1281540836.0,2050-01-01,354.0
36179VDN7,33.0,3.486,323.0,3.0,GNMA,1372465893.0,2050-01-01,356.0
36179VFN5,31.0,3.045,323.0,2.5,GNMA,1051592497.0,2050-02-01,354.0
36179VFP0,32.0,3.486,324.0,3.0,GNMA,2663104128.0,2050-02-01,356.0
36179VHR4,30.0,3.04,324.0,2.5,GNMA,1313948799.0,2050-03-01,354.0
36179VHS2,31.0,3.49,324.0,3.0,GNMA,2536909534.0,2050-03-01,355.0
36179VKK5,29.0,2.99,325.0,2.5,GNMA,5304655984.0,2050-04-01,354.0
36179VKL3,30.0,3.505,325.0,3.0,GNMA,5280469447.0,2050-04-01,355.0
36179VMC1,28.0,2.951,325.0,2.5,GNMA,10046072356.0,2050-05-01,353.0
36179VMD9,29.0,3.485,327.0,3.0,GNMA,4169620061.0,2050-05-01,356.0
36179VNZ9,27.0,2.661,323.0,2.0,GNMA,139383832.7,2050-06-01,350.0
36179VN22,27.0,2.914,326.0,2.5,GNMA,7894429342.0,2050-06-01,353.0
36179VN30,28.0,3.449,328.0,3.0,GNMA,1448461458.0,2050-06-01,356.0
36179VQR4,26.0,2.572,326.0,2.0,GNMA,506040410.4,2050-07-01,352.0
36179VQS2,26.0,2.901,327.0,2.5,GNMA,8552698677.0,2050-07-01,353.0
36179VSF8,25.0,2.5,327.0,2.0,GNMA,1608174664.0,2050-08-01,352.0
36179VSG6,25.0,2.893,328.0,2.5,GNMA,11734151549.0,2050-08-01,353.0
36179VTV2,24.0,2.425,328.0,2.0,GNMA,2953459076.0,2050-09-01,352.0
36179VTW0,24.0,2.887,330.0,2.5,GNMA,14067205961.0,2050-09-01,354.0
36179VVX5,23.0,2.422,329.0,2.0,GNMA,4787939588.0,2050-10-01,352.0
36179VVY3,23.0,2.893,331.0,2.5,GNMA,7173738436.0,2050-10-01,354.0
36179VXX3,22.0,2.423,331.0,2.0,GNMA,10371752034.0,2050-11-01,353.0
36179VXY1,22.0,2.915,331.0,2.5,GNMA,7738395645.0,2050-11-01,353.0
36179VZQ6,21.0,2.407,332.0,2.0,GNMA,13480115634.0,2050-12-01,353.0
36179VZR4,21.0,2.928,331.0,2.5,GNMA,10743100300.0,2050-12-01,352.0
36179V4U1,20.0,2.39,333.0,2.0,GNMA,13460209864.0,2051-01-01,353.0
36179V4V9,20.0,2.923,333.0,2.5,GNMA,9468664053.0,2051-01-01,353.0
36179V7D6,19.0,2.378,334.0,2.0,GNMA,15068474498.0,2051-02-01,353.0
36179V7E4,19.0,2.925,332.0,2.5,GNMA,5227210748.0,2051-02-01,351.0
36179WBX5,18.0,2.358,335.0,2.0,GNMA,18618605933.0,2051-03-01,353.0
36179WBY3,18.0,2.884,334.0,2.5,GNMA,4724240449.0,2051-03-01,352.0
36179WDQ8,17.0,2.368,336.0,2.0,GNMA,17182670506.0,2051-04-01,353.0
36179WDR6,17.0,2.879,336.0,2.5,GNMA,7207351379.0,2051-04-01,353.0
36179WDS4,18.0,3.332,333.0,3.0,GNMA,495662081.6,2051-04-01,351.0
36179WFF0,16.0,2.385,337.0,2.0,GNMA,4875531131.0,2051-05-01,353.0
36179WFG8,16.0,2.891,338.0,2.5,GNMA,15017987700.0,2051-05-01,354.0
36179WFH6,17.0,3.357,338.0,3.0,GNMA,1865562384.0,2051-05-01,355.0
36179WG28,15.0,2.406,339.0,2.0,GNMA,6185052712.0,2051-06-01,354.0
36179WG36,15.0,2.906,340.0,2.5,GNMA,16049451774.0,2051-06-01,355.0
36179WG44,16.0,3.373,338.0,3.0,GNMA,577996337.9,2051-06-01,354.0
36179WJQ2,14.0,2.44,341.0,2.0,GNMA,9260625803.0,2051-07-01,355.0
36179WJR0,14.0,2.912,342.0,2.5,GNMA,9468707560.0,2051-07-01,356.0
36179WJS8,15.0,3.387,340.0,3.0,GNMA,1372296536.0,2051-07-01,355.0
36179WLN6,13.0,2.439,342.0,2.0,GNMA,4087407920.0,2051-08-01,355.0
36179WLP1,13.0,2.932,343.0,2.5,GNMA,5024001147.0,2051-08-01,356.0
36179WLQ9,14.0,3.408,342.0,3.0,GNMA,578388337.2,2051-08-01,356.0
36179WND6,12.0,2.431,343.0,2.0,GNMA,11792851739.0,2051-09-01,355.0
36179WNE4,12.0,2.944,344.0,2.5,GNMA,4824165458.0,2051-09-01,356.0
36179WNF1,13.0,3.402,341.0,3.0,GNMA,387704547.3,2051-09-01,354.0
36179WP93,11.0,2.425,344.0,2.0,GNMA,9842623033.0,2051-10-01,355.0
36179WQA9,11.0,2.935,345.0,2.5,GNMA,2726583824.0,2051-10-01,356.0
36179WQB7,12.0,3.409,342.0,3.0,GNMA,1233446382.0,2051-10-01,354.0
36179WRZ3,10.0,2.439,346.0,2.0,GNMA,11775119388.0,2051-11-01,356.0
36179WR26,10.0,2.941,346.0,2.5,GNMA,2912821326.0,2051-11-01,356.0
36179WR34,11.0,3.408,343.0,3.0,GNMA,1407924369.0,2051-11-01,354.0
36179WTX6,9.0,2.474,347.0,2.0,GNMA,7930302762.0,2051-12-01,356.0
36179WTY4,10.0,2.966,347.0,2.5,GNMA,7889536687.0,2051-12-01,357.0
36179WTZ1,10.0,3.419,346.0,3.0,GNMA,473554820.9,2051-12-01,356.0
36179WVT2,8.0,2.484,349.0,2.0,GNMA,6808355222.0,2052-01-01,357.0
36179WVU9,9.0,2.984,349.0,2.5,GNMA,4509635377.0,2052-01-01,358.0
36179WVV7,9.0,3.437,347.0,3.0,GNMA,268105887.5,2052-01-01,356.0
36179WXH6,7.0,2.491,350.0,2.0,GNMA,2321562881.0,2052-02-01,357.0
36179WXJ2,8.0,2.996,350.0,2.5,GNMA,4946329867.0,2052-02-01,358.0
36179WY85,6.0,2.512,351.0,2.0,GNMA,2430910894.0,2052-03-01,357.0
36179WY93,7.0,3.009,350.0,2.5,GNMA,4024307655.0,2052-03-01,357.0
36179WZA9,7.0,3.456,350.0,3.0,GNMA,2513812329.0,2052-03-01,357.0
36179WZB7,7.0,3.928,351.0,3.5,GNMA,920283546.4,2052-03-01,358.0
36179W2U1,6.0,3.025,351.0,2.5,GNMA,2102014870.0,2052-04-01,357.0
36179W2V9,6.0,3.48,352.0,3.0,GNMA,3081505031.0,2052-04-01,358.0
36179W2W7,6.0,3.939,353.0,3.5,GNMA,2504954502.0,2052-04-01,359.0
36179W2X5,6.0,4.438,353.0,4.0,GNMA,80190387.75,2052-04-01,359.0
36179W5C8,5.0,3.455,353.0,3.0,GNMA,1994606425.0,2052-05-01,358.0
36179W5D6,5.0,3.927,354.0,3.5,GNMA,2352526618.0,2052-05-01,359.0
36179W7L6,5.0,3.958,354.0,3.5,GNMA,2515849847.0,2052-06-01,359.0
36179W7M4,4.0,4.51,355.0,4.0,GNMA,2582074097.0,2052-06-01,359.0
36179XAA4,3.0,5.022,356.0,4.5,GNMA,359881769.0,2052-06-01,359.0
36179XBS4,4.0,3.954,355.0,3.5,GNMA,792808326.6,2052-07-01,359.0
36179XBT2,3.0,4.525,356.0,4.0,GNMA,4102463955.0,2052-07-01,359.0
36179XBU9,2.0,5.04,357.0,4.5,GNMA,5069970861.0,2052-07-01,359.0
36179XDD5,2.0,4.588,357.0,4.0,GNMA,2390875315.0,2052-08-01,359.0
36179XDE3,2.0,5.067,358.0,4.5,GNMA,966129418.5,2052-08-01,360.0
